STATION,POINT ID,DATE,PH,NA,NO3 and NO2,PO4,NH4,SO4,NH4.1
A2R001Q01,90240,02/02/1999,0.5310344827586206,0.5470588235294118,0.9994250953285297,0.9996637807262476,0.9979940350038796,0.213589664447286,0.9998883413142227
A2R001Q01,90240,02/02/1999,0.500689655172414,0.5705882352941176,0.9993886140689527,0.999664480558218,0.9979940350038796,0.1873980334229904,0.9998883413142227
A2R001Q01,90240,10/02/1999,0.9172413793103451,0.5573529411764706,0.9994225966121203,0.9996638807022434,0.9979940350038796,0.24203007187265752,0.9998883413142227
A2R001Q01,90240,10/02/1999,0.7103448275862072,0.5441176470588236,0.9994271942503136,0.9996635807742561,0.9979940350038796,0.24842365183650073,0.9998883413142227
A2R001Q01,90240,10/02/1999,0.8648275862068964,0.5441176470588236,0.9994239958933097,0.9996626809902942,0.9979940350038796,0.24154504166850388,0.9998883413142227
A2R001Q01,90240,10/02/1999,0.8868965517241376,0.5544117647058825,0.9994281937368774,0.9996632808462689,0.9979940350038796,0.24203007187265752,0.9998883413142227
A2R001Q01,90240,10/02/1999,0.6468965517241378,0.5382352941176471,0.9994527811063456,0.9996628809422857,0.9979940350038796,0.23559239825389128,0.9998883413142227
A2R001Q01,90240,10/02/1999,0.500689655172414,0.55,0.9995480321758713,0.9996693793820104,0.9980384500911158,0.20807795758190395,0.999890811285151
A2R001Q01,90240,10/02/1999,0.5172413793103448,0.5676470588235295,0.9994251952771861,0.9996797768855697,0.9981006312132465,0.21817540455928391,0.9998942712444273
A2R001Q01,90240,10/02/1999,0.3324137931034481,0.5852941176470589,0.9993886140689527,0.9996784771976248,0.99800132107437,0.2346664315005071,0.9998887513093969
A2R001Q01,90240,26/02/1999,1.0,0.5264705882352941,0.9993886140689527,0.9996632808462689,0.9979940350038796,0.26310683892587855,0.9998883413142227
A2R001Q01,90240,26/02/1999,0.5448275862068965,0.5470588235294118,0.9994010077023433,0.9996625810142985,0.9979940350038796,0.26037303232064907,0.9998883413142227
A2R001Q01,90240,26/02/1999,0.9834482758620693,0.5529411764705883,0.9993886140689527,0.9996650804141926,0.9979940350038796,0.2750562194100269,0.9998883413142227
A2R001Q01,90240,26/02/1999,0.8731034482758622,0.5573529411764706,0.9993886140689527,0.9996631808702731,0.9979940350038796,0.2534944221526522,0.9998883413142227
A2R001Q01,90240,26/02/1999,0.7682758620689656,0.5264705882352941,0.999423296252715,0.9996616812303366,0.9979940350038796,0.22642091802989545,0.9998883413142227
A2R001Q01,90240,26/02/1999,0.5172413793103448,0.5426470588235295,0.9994898620578608,0.9996629809182815,0.9980386497094854,0.23832620485912076,0.9998908212850334
A2R001Q01,90240,26/02/1999,0.5199999999999996,0.5323529411764707,0.999412901592452,0.9996744781577943,0.9981330691983067,0.21081176418713346,0.9998960812231239
A2R001Q01,90240,26/02/1999,0.5668965517241382,0.536764705882353,0.9994253951744989,0.9996656802701671,0.9980097050458933,0.18510516336699148,0.9998892113039828
A2R001Q01,90240,10/03/1999,0.8372413793103446,0.5441176470588236,0.9993886140689527,0.9996624810383027,0.9979974285161628,0.23193262489527755,0.9998885313119863
A2R001Q01,90240,10/03/1999,0.7710344827586204,0.5470588235294118,0.9993886140689527,0.9996626809902942,0.9979940350038796,0.22364301776974294,0.9998883413142227
A2R001Q01,90240,10/03/1999,0.8151724137931033,0.5602941176470589,0.9993915125799877,0.9996628809422857,0.9979940350038796,0.23008069138850917,0.9998883413142227
A2R001Q01,90240,10/03/1999,0.8179310344827586,0.55,0.9993886140689527,0.9996622810863112,0.9979940350038796,0.22642091802989545,0.9998883413142227
A2R001Q01,90240,10/03/1999,0.7875862068965516,0.5676470588235295,0.9994018072915943,0.999662381062307,0.9979970292794237,0.23237356144450816,0.9998885113122218
A2R001Q01,90240,10/03/1999,0.539310344827586,0.5470588235294118,0.9994700722238986,0.9996653803421799,0.9980460355891607,0.21817540455928391,0.99989124128009
A2R001Q01,90240,10/03/1999,0.5199999999999996,0.5455882352941177,0.9993966099614628,0.9996696793099977,0.998128477975806,0.20851889413113453,0.999895821226184
A2R001Q01,90240,10/03/1999,0.43999999999999995,0.5529411764705883,0.9995280424445963,0.9996938735009724,0.9981675033670628,0.1911019004365272,0.9998980012005257
A2R001Q01,90240,25/03/1999,0.805241379310345,0.5349852941176471,0.9993886140689527,0.9996639806782391,0.9979940350038796,0.23956082719696636,0.9998883413142227
A2R001Q01,90240,25/03/1999,0.7845517241379314,0.5195588235294117,0.9993949108343044,0.9996646805102095,0.9979940350038796,0.24538118964680983,0.9998883413142227
A2R001Q01,90240,25/03/1999,0.7666206896551722,0.5314558823529413,0.9993886140689527,0.9996633808222646,0.9979940350038796,0.23929626526742798,0.9998883413142227
A2R001Q01,90240,25/03/1999,0.7743448275862068,0.5364558823529412,0.9993909128880494,0.9996632808462689,0.9979940350038796,0.2577715066801887,0.9998883413142227
A2R001Q01,90240,25/03/1999,0.5588965517241378,0.5280735294117648,0.9993961102181809,0.9996633808222646,0.9980909497223209,0.2362978967326601,0.9998937412506653
A2R001Q01,90240,25/03/1999,0.4882758620689658,0.5542205882352941,0.9995617251417946,0.9996636807502519,0.9979940350038796,0.22747916574804888,0.9998883413142227
A2R001Q01,90240,25/03/1999,0.49848275862068947,0.5220882352941177,0.9994249953798734,0.9996634807982604,0.998124385799229,0.21438335023590102,0.9998956012287734
A2R001Q01,90240,25/03/1999,0.4731034482758618,0.5225588235294117,0.9993886140689527,0.9996641806302307,0.9979989256539349,0.16103002777900258,0.9998886113110448
A2R001Q01,90240,07/04/1999,0.681103448275862,0.537029411764706,0.999393211707146,0.9996653803421799,0.9980297666920382,0.25345032849772914,0.9998903312908006
A2R001Q01,90240,07/04/1999,0.47696551724137937,0.5491764705882354,0.9993886140689527,0.9996639806782391,0.99799633061513,0.2646501168481855,0.9998884713126925
A2R001Q01,90240,07/04/1999,0.5550344827586207,0.5470588235294118,0.9993886140689527,0.9996645805342137,0.9980979363652569,0.25561091758895893,0.9998941212461928
A2R001Q01,90240,07/04/1999,0.7999999999999998,0.5416029411764707,0.9993920123232696,0.999664480558218,0.9979940350038796,0.2580801622646501,0.9998883413142227
A2R001Q01,90240,07/04/1999,0.6868965517241379,0.546,0.9993983090886212,0.9996642806062265,0.9979994246998588,0.250187398033423,0.9998886413106917
A2R001Q01,90240,07/04/1999,0.4882758620689658,0.5440735294117648,0.9994442854705538,0.9996654803181756,0.9980123998938829,0.23087437717712417,0.9998893613022174
A2R001Q01,90240,07/04/1999,0.5249655172413794,0.546029411764706,0.9994327913750706,0.9996634807982604,0.9979990254631197,0.2147360994752855,0.999888621310927
A2R001Q01,90240,07/04/1999,0.6320000000000001,0.5363970588235295,0.9993886140689527,0.9997039710765445,0.998337079172039,0.1615150579831562,0.9999074410894182
A2R001Q01,90240,21/04/1999,0.5180689655172412,0.5736911764705883,0.9994485832627779,0.9996632808462689,0.9979940350038796,0.23603333480312183,0.9998883413142227
A2R001Q01,90240,21/04/1999,0.5059310344827588,0.5760882352941177,0.999449682697998,0.9996636807502519,0.9979940350038796,0.23942854623219717,0.9998883413142227
A2R001Q01,90240,21/04/1999,0.539310344827586,0.5644117647058824,0.9994490830060598,0.9996634807982604,0.9979940350038796,0.24035451298558136,0.9998883413142227
A2R001Q01,90240,21/04/1999,0.5255172413793106,0.5693823529411766,0.9994497826466544,0.9996632808462689,0.9979985264171957,0.23792936196481324,0.9998885913112802
A2R001Q01,90240,21/04/1999,0.5246896551724141,0.5647794117647059,0.9994491829547162,0.9996638807022434,0.9979991252723045,0.23647427135235238,0.999888621310927
A2R001Q01,90240,21/04/1999,0.5404137931034483,0.5619264705882353,0.999448883108747,0.9996634807982604,0.9979968296610541,0.23885532871819742,0.9998885013123394
A2R001Q01,90240,21/04/1999,0.5202758620689654,0.5608529411764706,0.9994535806955966,0.9996639806782391,0.9979940350038796,0.24141276070373474,0.9998883413142227
A2R001Q01,90240,21/04/1999,0.4902068965517241,0.5721029411764706,0.9994151004628922,0.9996884747972012,0.9982158110125063,0.20578508752590502,0.9999006911688648
A2R001Q01,90240,04/05/1999,0.5117241379310342,0.5632352941176471,0.9994748697594046,0.9996617812063324,0.9979940350038796,0.2094448608845187,0.9998883413142227
A2R001Q01,90240,04/05/1999,0.5282758620689654,0.5823529411764706,0.9994604771528866,0.9996617812063324,0.9979940350038796,0.2305657215926628,0.9998883413142227
A2R001Q01,90240,04/05/1999,0.49793103448275877,0.5647058823529412,0.9994745699134354,0.999662381062307,0.9979940350038796,0.2034922174699061,0.9998883413142227
A2R001Q01,90240,05/05/1999,0.4868965517241377,0.5647058823529412,0.9994731706322462,0.9996625810142985,0.9980203846286669,0.20666696062436615,0.9998898112969209
A2R001Q01,90240,05/05/1999,0.5586206896551724,0.5705882352941176,0.9994776683217831,0.999662381062307,0.9979965302334997,0.2126636976939018,0.9998884813125748
A2R001Q01,90240,05/05/1999,0.5862068965517238,0.5573529411764706,0.9994929604662085,0.9996635807742561,0.9979970292794237,0.22642091802989545,0.9998885113122218
A2R001Q01,90240,05/05/1999,0.49517241379310306,0.5764705882352942,0.9994879630333897,0.9996628809422857,0.9979968296610541,0.2094448608845187,0.9998885013123394
A2R001Q01,90240,05/05/1999,0.4841379310344829,0.5691176470588236,0.9994799671408797,0.9996636807502519,0.9979940350038796,0.23515146170466067,0.9998883413142227
A2R001Q01,90240,18/05/1999,0.4868965517241377,0.5911764705882354,0.9994920609283011,0.9996629809182815,0.9980024189754029,0.2374443317606596,0.9998888113086908
A2R001Q01,90240,18/05/1999,0.49241379310344824,0.5838235294117647,0.9994930604148649,0.999664880462201,0.9980054132509468,0.24017813836588914,0.9998889713068077
A2R001Q01,90240,18/05/1999,0.49517241379310306,0.5941176470588235,0.9994926606202393,0.9996636807502519,0.9980044151590989,0.24154504166850388,0.999888921307396
A2R001Q01,90240,18/05/1999,0.5062068965517241,0.6014705882352941,0.999491761082332,0.9996633808222646,0.9980030178305117,0.2374443317606596,0.9998888413083377
A2R001Q01,90240,18/05/1999,0.47034482758620655,0.5897058823529412,0.9994868635981696,0.9996639806782391,0.9980053134417621,0.23695930155650602,0.9998889713068077
A2R001Q01,90240,18/05/1999,0.4813793103448276,0.5882352941176471,0.9994839650871348,0.9996631808702731,0.9980060121060557,0.2374443317606596,0.9998890113063368
A2R001Q01,90240,18/05/1999,0.4675862068965517,0.5941176470588235,0.9994836652411656,0.9996626809902942,0.9980106033285565,0.23651836500727547,0.9998892613033943
A2R001Q01,90240,18/05/1999,0.46482758620689646,0.6029411764705883,0.9995350388505425,0.999664080654235,0.9980300661195926,0.25256845539926803,0.9998903512905651
A2R001Q01,90240,20/05/1999,0.5310344827586206,0.5911764705882354,0.9995388368994848,0.9996622810863112,0.9979999237457828,0.22778782133251024,0.9998886713103385
A2R001Q01,90240,01/06/1999,0.46813793103448287,0.05635294117647058,0.9994014074969688,0.9996618811823281,0.9979940350038796,0.009568323118303274,0.9998883413142227
A2R001Q01,90240,22/06/1999,0.44551724137931004,0.5647058823529412,0.9995515303788444,0.9996613813023493,0.9979940350038796,0.21676440760174606,0.9998883413142227
A2R001Q01,90240,22/06/1999,0.4482758620689653,0.5705882352941176,0.9995494314570605,0.99966278096629,0.9979967298518693,0.20437409056836722,0.9998884913124572
A2R001Q01,90240,22/06/1999,0.4565517241379311,0.5779411764705883,0.9995497313030296,0.9996615812543409,0.9979965302334997,0.20485912077252083,0.9998884813125748
A2R001Q01,90240,22/06/1999,0.4372413793103447,0.5676470588235295,0.9995486318678095,0.9996612813263536,0.9979966300426845,0.20578508752590502,0.9998884913124572
A2R001Q01,90240,22/06/1999,0.5668965517241382,0.573529411764706,0.9995479322272148,0.9996639806782391,0.9979965302334997,0.24203007187265752,0.9998884813125748
A2R001Q01,90240,22/06/1999,0.4427586206896552,0.5661764705882354,0.9995497313030296,0.9996615812543409,0.9979964304243149,0.20851889413113453,0.9998884713126925
A2R001Q01,90240,22/06/1999,0.4565517241379311,0.5779411764705883,0.9995471326379639,0.9996626809902942,0.9979974285161628,0.211252700736364,0.9998885313119863
A2R001Q01,90240,22/06/1999,0.4179310344827587,0.573529411764706,0.9995507307895933,0.9996622810863112,0.9980075092438276,0.2131046342431324,0.9998890913053952
A2R001Q01,90240,07/07/1999,0.5172413793103448,0.5911764705882354,0.9995613253471691,0.9996612813263536,0.9979997241274132,0.24339697517527226,0.9998886613104563
A2R001Q01,90240,07/07/1999,0.5089655172413794,0.5897058823529412,0.9995605257579182,0.9996614812783451,0.9980007222192613,0.24798271528727017,0.9998887113098678
A2R001Q01,90240,07/07/1999,0.5172413793103448,0.5882352941176471,0.9995553284277866,0.9996617812063324,0.9980006224100765,0.22963975483927856,0.9998887113098678
A2R001Q01,90240,07/07/1999,0.500689655172414,0.5941176470588235,0.9995535293519718,0.9996619811583239,0.9980012212651853,0.23144759469112397,0.9998887413095147
A2R001Q01,90240,07/07/1999,0.5531034482758619,0.5911764705882354,0.9995579270928524,0.9996613813023493,0.9980021195478485,0.24890868204065436,0.9998887913089262
A2R001Q01,90240,07/07/1999,0.4731034482758618,0.6029411764705883,0.999557827144196,0.9996617812063324,0.9980030178305117,0.23329952819789235,0.9998888413083377
A2R001Q01,90240,07/07/1999,0.4565517241379311,0.6279411764705883,0.999657975697884,0.9996621811103155,0.998037352190083,0.25759513206049645,0.9998907512858572
A2R001Q01,90240,07/07/1999,0.5089655172413794,0.5852941176470589,0.9995604258092617,0.999664880462201,0.9980017203111092,0.24798271528727017,0.9998887713091615
A2R001Q01,90240,20/07/1999,0.5806896551724137,0.6029411764705883,0.9995387369508284,0.9996625810142985,0.9979940350038796,0.23329952819789235,0.9998883413142227
A2R001Q01,90240,20/07/1999,0.536827586206897,0.5901617647058824,0.9995438343323035,0.9996620811343196,0.9979940350038796,0.2303893469729706,0.9998883413142227
A2R001Q01,90240,20/07/1999,0.5613793103448272,0.5882352941176471,0.9995429347943962,0.9996620811343196,0.9980010216468157,0.2374443317606596,0.9998887313096324
A2R001Q01,90240,20/07/1999,0.5862068965517238,0.6,0.9995525298654081,0.9996626809902942,0.9980047145866533,0.23925217161250495,0.9998889413071607
A2R001Q01,90240,20/07/1999,0.5641379310344825,0.6029411764705883,0.9995843135381355,0.999662381062307,0.9980085073356757,0.23832620485912076,0.999889151304689
A2R001Q01,90240,20/07/1999,0.5613793103448272,0.5882352941176471,0.9995417354105196,0.9996624810383027,0.9979999237457828,0.23144759469112397,0.9998886713103385
A2R001Q01,90240,20/07/1999,0.5724137931034483,0.6147058823529412,0.9995921095333328,0.9996642806062265,0.9980144958867637,0.244763878477887,0.999889481300805
A2R001Q01,90240,03/08/1999,0.5282758620689654,0.6014705882352941,0.9995581269901651,0.9996622810863112,0.9980073096254581,0.2388112350632744,0.9998890813055129
A2R001Q01,90240,03/08/1999,0.5227586206896553,0.6029411764705883,0.9995638240635786,0.9996631808702731,0.9980089065724149,0.23422549495127648,0.9998891713044537
A2R001Q01,90240,03/08/1999,0.5503448275862071,0.6073529411764705,0.9995583268874779,0.999662381062307,0.9980081080989365,0.23925217161250495,0.9998891213050422
A2R001Q01,90240,03/08/1999,0.5420689655172413,0.6014705882352941,0.9995831141542589,0.9996628809422857,0.998007409434643,0.24291194497111862,0.9998890913053952
A2R001Q01,90240,03/08/1999,0.569655172413793,0.6088235294117648,0.9995520301221262,0.999662381062307,0.9980084075264909,0.23559239825389128,0.9998891413048068
A2R001Q01,90240,03/08/1999,0.5668965517241382,0.6014705882352941,0.9995512305328753,0.9996621811103155,0.9980084075264909,0.23144759469112397,0.9998891413048068
A2R001Q01,90240,03/08/1999,0.5862068965517238,0.6073529411764705,0.9995574273495705,0.9996621811103155,0.9980105035193717,0.2346664315005071,0.9998892613033943
A2R001Q01,90240,03/08/1999,0.5586206896551724,0.6191176470588236,0.9995837138461972,0.99966278096629,0.998020883674591,0.24017813836588914,0.9998898412965678
A2R001Q01,90240,17/08/1999,0.588965517241379,0.5941176470588235,0.9995517302761572,0.9996641806302307,0.9979960311875756,0.2131046342431324,0.9998884513129279
A2R001Q01,90240,17/08/1999,0.5834482758620689,0.5911764705882354,0.9995516303275007,0.9996646805102095,0.9979980273712716,0.2438379117245028,0.9998885613116333
A2R001Q01,90240,17/08/1999,0.6579310344827585,0.5955882352941176,0.9995495314057169,0.9996657802461629,0.9979980273712716,0.21495656774990077,0.9998885613116333
A2R001Q01,90240,17/08/1999,0.5944827586206896,0.5926470588235294,0.9995542289925665,0.9996683796220528,0.9980003229825221,0.2461307817805018,0.9998886913101032
A2R001Q01,90240,17/08/1999,0.5862068965517238,0.5823529411764706,0.9995480321758713,0.9996624810383027,0.9979985264171957,0.24842365183650073,0.9998885913112802
A2R001Q01,90240,17/08/1999,0.5282758620689654,0.5955882352941176,0.9995509306869061,0.9996624810383027,0.9980078086713821,0.2461307817805018,0.9998891113051598
A2R001Q01,90240,17/08/1999,0.47862068965517235,0.5897058823529412,0.9995587266821034,0.9996629809182815,0.9980239777593197,0.2617399356232638,0.9998900112945669
A2R001Q01,90240,17/08/1999,0.4813793103448276,0.5911764705882354,0.9995577271955397,0.9996634807982604,0.9980269720348638,0.2553022620044975,0.9998901712926838
A2R001Q01,90240,31/08/1999,0.633103448275862,0.6647058823529413,0.9995545288385357,0.9996645805342137,0.9979940350038796,0.2553022620044975,0.9998883413142227
A2R001Q01,90240,31/08/1999,0.5812413793103448,0.6479411764705884,0.999556227965694,0.9996659801981544,0.9980039161131748,0.23307905992327704,0.9998888913077492
A2R001Q01,90240,31/08/1999,0.6468965517241378,0.6661764705882353,0.9995557282224121,0.9996670799341079,0.9979940350038796,0.2594470655672649,0.9998883413142227
A2R001Q01,90240,31/08/1999,0.5583448275862071,0.6429558823529412,0.9995654232420805,0.9996683796220528,0.9980140966500245,0.23435777591604567,0.9998894613010404
A2R001Q01,90240,31/08/1999,0.6027586206896549,0.6455882352941177,0.9995553284277866,0.9996631808702731,0.9979966300426845,0.2530093919484986,0.9998884913124572
A2R001Q01,90240,31/08/1999,0.613793103448276,0.6088235294117648,0.9995455334594618,0.9996631808702731,0.9980009218376309,0.30900833370078046,0.99988872130975
A2R001Q01,90240,31/08/1999,0.5834482758620689,0.6661764705882353,0.9995713202128067,0.9996618811823281,0.9980123998938829,0.2594470655672649,0.9998893613022174
A2R001Q01,90240,31/08/1999,0.49793103448275877,0.6529411764705882,0.9995761177483127,0.99966278096629,0.9980165918796445,0.2544203889060364,0.9998896012993926
A2R001Q01,90240,14/09/1999,0.35531034482758583,0.6093823529411766,0.9994988574369347,0.999660281566396,0.9979940350038796,0.27368931610741215,0.9998883413142227
A2R001Q01,90240,14/09/1999,0.6002758620689654,0.6188529411764706,0.9995532295060028,0.9996605814943832,0.9979940350038796,0.27443890824110406,0.9998883413142227
A2R001Q01,90240,14/09/1999,0.5084137931034483,0.612735294117647,0.9995464329973692,0.999660681470379,0.9980006224100765,0.26632567573526167,0.9998887113098678
A2R001Q01,90240,14/09/1999,0.5150344827586206,0.6128382352941177,0.9995528297113773,0.9996607814463747,0.9979940350038796,0.2710877904669518,0.9998883413142227
A2R001Q01,90240,14/09/1999,0.5875862068965518,0.6085,0.9995492315597477,0.999660281566396,0.9979940350038796,0.27038229198818287,0.9998883413142227
A2R001Q01,90240,14/09/1999,0.5751724137931036,0.593529411764706,0.9995531295573464,0.999660281566396,0.9979940350038796,0.25997618942634154,0.9998883413142227
A2R001Q01,90240,14/09/1999,0.5539310344827588,0.5895441176470588,0.9995561280170376,0.9996607814463747,0.9980047145866533,0.2562723224128048,0.9998889413071607
A2R001Q01,90240,14/09/1999,0.5657931034482755,0.6028970588235295,0.9995596262200108,0.9996607814463747,0.9980035168764356,0.25759513206049645,0.9998888713079845
A2R001Q01,90240,28/09/1999,0.6532413793103449,0.6787941176470589,0.9995452336134928,0.9996641806302307,0.9979940350038796,0.2781868689095639,0.9998883413142227
A2R001Q01,90240,28/09/1999,0.5434482758620689,0.6903235294117648,0.9995430347430525,0.9996656802701671,0.9979940350038796,0.26535561532695445,0.9998883413142227
A2R001Q01,90240,28/09/1999,0.5895172413793102,0.6996617647058824,0.9995425349997706,0.9996660801741502,0.9979940350038796,0.2645619295383394,0.9998883413142227
A2R001Q01,90240,28/09/1999,0.4982068965517241,0.6927058823529412,0.9995421352051451,0.9996651803901884,0.9979940350038796,0.26187221658803295,0.9998883413142227
A2R001Q01,90240,28/09/1999,0.5401379310344825,0.698014705882353,0.9995420352564888,0.9996642806062265,0.9979940350038796,0.26932404427002954,0.9998883413142227
A2R001Q01,90240,28/09/1999,0.5806896551724137,0.6918676470588235,0.9995444340242418,0.9996633808222646,0.9979940350038796,0.24974646148419244,0.9998883413142227
A2R001Q01,90240,28/09/1999,0.5362758620689654,0.6956323529411764,0.9995569276062887,0.9996620811343196,0.9979940350038796,0.24114819877419635,0.9998883413142227
A2R001Q01,90240,28/09/1999,0.4891034482758623,0.6683823529411765,0.9995606257065746,0.9996621811103155,0.9979971290886085,0.26107853079941795,0.9998885113122218
A2R001Q01,90240,12/10/1999,0.3679999999999999,0.6377941176470588,0.9993886140689527,0.9996709789979427,0.9980507266208463,0.2601966577009568,0.9998915012770299
A2R001Q01,90240,12/10/1999,0.3246896551724139,0.6499411764705882,0.9994005079590614,0.9996858754213114,0.9982838808765403,0.2894307509149433,0.9999044711243747
A2R001Q01,90240,12/10/1999,0.44386206896551705,0.6442647058823531,0.9994943597473978,0.9996802767655486,0.9980874564008528,0.27470347017064245,0.9998935412530193
A2R001Q01,90240,12/10/1999,0.604137931034483,0.6311911764705883,0.9995076529186957,0.9996630808942772,0.998013397985731,0.2524361744344989,0.9998894213015111
A2R001Q01,90240,12/10/1999,0.5748965517241382,0.6303382352941177,0.9995380373102337,0.9996619811583239,0.9980027184029573,0.2574187574408043,0.999888821308573
A2R001Q01,90240,12/10/1999,0.5034482758620689,0.6681029411764706,0.9995433345890217,0.9996614812783451,0.9980084075264909,0.2531857665681908,0.9998891413048068
A2R001Q01,90240,12/10/1999,0.3713103448275863,0.6609705882352941,0.9993983090886212,0.999689374581163,0.9984066461738449,0.27977424048679395,0.9999113110438689
A2R001Q01,90240,12/10/1999,0.436689655172414,0.6373676470588235,0.9994990573342474,0.9996616812303366,0.9979940350038796,0.4016050090391992,0.9998883413142227
A2R001Q01,90240,19/10/1999,0.9161379310344828,0.6272058823529412,0.999503754921097,0.999700371940697,0.9979940350038796,0.14736099475285505,0.9998883413142227
A2R001Q01,90240,26/10/1999,0.555310344827586,0.6655441176470588,0.9994977580017145,0.9996629809182815,0.9980202848194821,0.272807443008951,0.9998898012970386
A2R001Q01,90240,26/10/1999,0.5583448275862071,0.6661176470588236,0.9994970583611199,0.999662381062307,0.9980202848194821,0.2658847391860311,0.9998898012970386
A2R001Q01,90240,26/10/1999,0.5597241379310343,0.6643235294117648,0.9994970583611199,0.9996646805102095,0.9980221811939933,0.2605053132854182,0.9998899112957439
A2R001Q01,90240,26/10/1999,0.5155862068965513,0.6657352941176472,0.99949815779634,0.9996622810863112,0.9980202848194821,0.2719696635654129,0.9998898012970386
A2R001Q01,90240,26/10/1999,0.49572413793103465,0.6701764705882354,0.9994993571802165,0.99966278096629,0.9980247762327982,0.25759513206049645,0.9998900512940961
A2R001Q01,90240,26/10/1999,0.5064827586206895,0.654014705882353,0.9995107513270433,0.9996632808462689,0.998024876041983,0.2718814762555668,0.9998900612939784
A2R001Q01,90240,26/10/1999,0.5506206896551724,0.6650441176470588,0.9994969584124636,0.9996621811103155,0.9980190871092646,0.26412099298910885,0.9998897412977448
A2R001Q01,90240,09/11/1999,0.5933793103448273,0.6729411764705883,0.9995067533807883,0.9996658802221586,0.9980111023744805,0.26786895365756863,0.9998892913030413
A2R001Q01,90240,09/11/1999,0.5379310344827588,0.6733970588235294,0.9995165483491131,0.9996680796940655,0.9980012212651853,0.24974646148419244,0.9998887413095147
A2R001Q01,90240,09/11/1999,0.5851034482758619,0.6732352941176472,0.9995062536375064,0.9996657802461629,0.9980135976041005,0.2747475638255655,0.9998894313013935
A2R001Q01,90240,09/11/1999,0.5751724137931036,0.6629558823529412,0.9995055539969118,0.9996653803421799,0.9980122002755133,0.2728956303187971,0.999889351302335
A2R001Q01,90240,09/11/1999,0.5453793103448277,0.6666176470588235,0.9995088523025721,0.9996658802221586,0.998013397985731,0.27871599276864056,0.9998894213015111
A2R001Q01,90240,09/11/1999,0.46289655172413813,0.6513088235294119,0.9994803669355052,0.9996662801261418,0.9980406458931814,0.26209268486264825,0.999890941283621
A2R001Q01,90240,09/11/1999,0.4502068965517245,0.6449117647058824,0.999473670375528,0.9996692794060146,0.9980497285289983,0.2640768993341858,0.999891441277736
A2R001Q01,90240,07/12/1999,0.604137931034483,0.6869705882352941,0.999502155742595,0.999664080654235,0.9979940350038796,0.2499228361038846,0.9998883413142227
A2R001Q01,90240,21/12/1999,0.5947586206896553,0.7028823529411765,0.9994657744316744,0.9996626809902942,0.9979940350038796,0.253362141187883,0.9998883413142227
A2R001Q01,90240,21/12/1999,0.6151724137931032,0.70275,0.9994650747910798,0.9996626809902942,0.9979940350038796,0.27368931610741215,0.9998883413142227
A2R001Q01,90240,21/12/1999,0.7335172413793103,0.7067058823529412,0.9994655745343617,0.9996616812303366,0.9979940350038796,0.25790378764495786,0.9998883413142227
A2R001Q01,90240,21/12/1999,0.5718620689655172,0.697764705882353,0.9994612767421376,0.9996615812543409,0.9979940350038796,0.2741302526566427,0.9998883413142227
A2R001Q01,90240,21/12/1999,0.6993103448275861,0.6984117647058824,0.9994816662680381,0.99966278096629,0.9979940350038796,0.2680453282772609,0.9998883413142227
